Windows 11,Zeben,0.85%,66.39%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,3.47%,66.25%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,0.38%,66.33%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,1.69%,66.36%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,0.57%,66.40%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,0.83%,66.42%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
Windows 11,Zeben,2.79%,66.51%,[Disco fijo local (C:),Fixed drive,NTFS,263GB,251GB,95.31%, Disco fijo local (G:),Fixed drive,NTFS,683GB,489GB,71.59%],USBX,
