Sistema, Usuario, CPU, Memoria, espacioDisco, espacioLibre, porcentajeOcupado, Usb 
Windows 11,Patroclo,3.62,59.91,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,7.05,60.03,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.16,60.43,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.9,60.44,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.85,60.41,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.31,60.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.22,60.39,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.42,60.32,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.57,60.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.75,60.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.56,60.35,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.78,60.37,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,4.75,60.32,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,7.65,60.46,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.85,60.56,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.48,60.55,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.45,60.48,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.38,60.38,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.35,60.42,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.95,60.47,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.02,60.45,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.7,60.4,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.84,60.4,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.66,60.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.47,60.37,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.47,60.44,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.47,60.44,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.96,60.48,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,7.16,62.46,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,16.62,62.73,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.5,60.66,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.28,60.64,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.77,60.64,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.15,60.59,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.02,60.57,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.53,60.7,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.35,60.39,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.01,60.33,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.96,61.65,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.34,61.78,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.62,61.79,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.95,61.75,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.05,61.79,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.11,61.82,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.55,61.95,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.04,61.86,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.37,61.86,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.5,61.9,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,3.27,61.96,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.28,61.89,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.57,61.31,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.36,61.33,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.15,61.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.87,61.35,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.28,61.49,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.29,61.31,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.75,61.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.58,61.36,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,5.98,61.72,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,1.59,61.61,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.85,61.61,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,0.66,61.56,947.0,212.0,77.61,USBX,
Windows 11,Patroclo,2.22,61.56,947.0,212.0,77.61,USBX,
